pid,Name,Image List,Image,Image Shiny,Type,Sleep Type,Specialty,Berry,Berry Quantity,Skill,Skill Description,Base Frequency,Carry Limit,Friendship Points Needed,Recruit Experience,Recruit Shards,Ingredients_1,Ingredients_2,Ingredients_3,Location_1,Location_2,Location_3,Location_4
#0134,水伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/134.png,https://www.serebii.net/pokemonsleep/pokemon/134.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/134.png,水,深深入眠,技能,橙橙果,1,食材獲取S,隨機獲得6個食材。,00:51:40,13,20,675,729,哞哞鮮奶,放鬆可可,豆製肉,False,True,True,False
#0135,雷伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/135.png,https://www.serebii.net/pokemonsleep/pokemon/135.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/135.png,電,安然入睡,技能,萄葡果,1,幫手支援S,幫手寶可夢中的某一隻會立刻完成4次幫忙。,00:36:40,17,20,443,1147,哞哞鮮奶,放鬆可可,豆製肉,True,False,False,False
#0136,火伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/136.png,https://www.serebii.net/pokemonsleep/pokemon/136.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/136.png,火,安然入睡,技能,蘋野果,1,料理強化S,增加下一次料理時的鍋子容量，讓鍋子能多放7個食材。,00:45:00,14,20,443,1147,哞哞鮮奶,放鬆可可,豆製肉,False,False,False,False
#0152,菊草葉,https://www.serebii.net/pokemonsleep/pokemon/icon/152.png,https://www.serebii.net/pokemonsleep/pokemon/152.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/152.png,草,淺淺入夢,樹果,金枕果,2,能量填充S,卡比獸的能量增加200~800。,01:13:20,12,5,18,39,放鬆可可,甜甜蜜,粗枝大蔥,True,True,True,False
#0153,月桂葉,https://www.serebii.net/pokemonsleep/pokemon/icon/153.png,https://www.serebii.net/pokemonsleep/pokemon/153.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/153.png,草,淺淺入夢,樹果,金枕果,2,能量填充S,卡比獸的能量增加200~800。,00:55:00,17,12,116,245,放鬆可可,甜甜蜜,粗枝大蔥,False,False,False,False
#0154,大竺葵,https://www.serebii.net/pokemonsleep/pokemon/icon/154.png,https://www.serebii.net/pokemonsleep/pokemon/154.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/154.png,草,淺淺入夢,樹果,金枕果,2,能量填充S,卡比獸的能量增加200~800。,00:46:40,20,20,574,1033,放鬆可可,甜甜蜜,粗枝大蔥,False,False,False,False
#0155,火球鼠,https://www.serebii.net/pokemonsleep/pokemon/icon/155.png,https://www.serebii.net/pokemonsleep/pokemon/155.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/155.png,火,安然入睡,樹果,蘋野果,2,能量填充S,卡比獸的能量增加200~800。,00:58:20,14,5,16,42,暖暖薑,火辣香草,放鬆可可,True,False,False,False
#0156,火岩鼠,https://www.serebii.net/pokemonsleep/pokemon/icon/156.png,https://www.serebii.net/pokemonsleep/pokemon/156.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/156.png,火,安然入睡,樹果,蘋野果,2,能量填充S,卡比獸的能量增加200~800。,00:50:00,18,12,116,245,暖暖薑,火辣香草,放鬆可可,False,False,False,False
#0157,火爆獸,https://www.serebii.net/pokemonsleep/pokemon/icon/157.png,https://www.serebii.net/pokemonsleep/pokemon/157.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/157.png,火,安然入睡,樹果,蘋野果,2,能量填充S,卡比獸的能量增加200~800。,00:40:00,23,20,528,1116,暖暖薑,火辣香草,放鬆可可,False,False,False,False
#0158,小鋸鱷,https://www.serebii.net/pokemonsleep/pokemon/icon/158.png,https://www.serebii.net/pokemonsleep/pokemon/158.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/158.png,水,深深入眠,樹果,橙橙果,2,能量填充S,卡比獸的能量增加200~800。,01:15:00,11,5,20,36,豆製肉,純粹油,,True,True,True,False
#0159,藍鱷,https://www.serebii.net/pokemonsleep/pokemon/icon/159.png,https://www.serebii.net/pokemonsleep/pokemon/159.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/159.png,水,深深入眠,樹果,橙橙果,2,能量填充S,卡比獸的能量增加200~800。,00:56:40,15,12,126,227,豆製肉,純粹油,,False,True,True,False
#0160,大力鱷,https://www.serebii.net/pokemonsleep/pokemon/icon/160.png,https://www.serebii.net/pokemonsleep/pokemon/160.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/160.png,水,深深入眠,樹果,橙橙果,2,能量填充S,卡比獸的能量增加200~800。,00:46:40,19,20,574,1033,豆製肉,純粹油,,False,True,True,False
#0172,皮丘,https://www.serebii.net/pokemonsleep/pokemon/icon/172.png,https://www.serebii.net/pokemonsleep/pokemon/172.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/172.png,電,深深入眠,樹果,萄葡果,2,能量填充S,卡比獸的能量增加400。,01:11:40,10,5,7,20,特選蘋果,特選蛋,暖暖薑,True,False,False,False
#0174,寶寶丁,https://www.serebii.net/pokemonsleep/pokemon/icon/174.png,https://www.serebii.net/pokemonsleep/pokemon/174.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/174.png,妖精,深深入眠,技能,桃桃果,1,活力全體療癒S,讓幫手隊伍的寶可夢回復活力5。,01:26:40,8,5,11,12,甜甜蜜,純粹油,放鬆可可,True,True,True,False
#0175,波克比,https://www.serebii.net/pokemonsleep/pokemon/icon/175.png,https://www.serebii.net/pokemonsleep/pokemon/175.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/175.png,妖精,深深入眠,技能,桃桃果,1,揮指,從全部的主技能中隨機發動一種。,01:20:00,8,5,18,39,特選蛋,暖暖薑,放鬆可可,True,False,False,False
#0176,波克基古,https://www.serebii.net/pokemonsleep/pokemon/icon/176.png,https://www.serebii.net/pokemonsleep/pokemon/176.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/176.png,妖精,安然入睡,技能,桃桃果,1,揮指,從全部的主技能中隨機發動一種。,01:03:20,10,12,76,161,特選蛋,暖暖薑,放鬆可可,True,False,False,False
#0179,咩利羊,https://www.serebii.net/pokemonsleep/pokemon/icon/179.png,https://www.serebii.net/pokemonsleep/pokemon/179.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/179.png,電,安然入睡,技能,萄葡果,1,能量填充M,卡比獸的能量增加880。,01:16:40,9,5,11,13,火辣香草,特選蛋,,True,False,False,False
#0180,茸茸羊,https://www.serebii.net/pokemonsleep/pokemon/icon/180.png,https://www.serebii.net/pokemonsleep/pokemon/180.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/180.png,電,安然入睡,技能,萄葡果,1,能量填充M,卡比獸的能量增加880。,00:55:00,11,12,79,121,火辣香草,特選蛋,,True,False,False,False
#0181,電龍,https://www.serebii.net/pokemonsleep/pokemon/icon/181.png,https://www.serebii.net/pokemonsleep/pokemon/181.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/181.png,電,安然入睡,技能,萄葡果,1,能量填充M,卡比獸的能量增加880。,00:41:40,15,20,397,715,火辣香草,特選蛋,,False,False,False,False
#0185,樹才怪,https://www.serebii.net/pokemonsleep/pokemon/icon/185.png,https://www.serebii.net/pokemonsleep/pokemon/185.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/185.png,岩石,深深入眠,技能,文柚果,1,能量填充M,卡比獸的能量增加880。,01:06:40,10,7,23,41,好眠番茄,品鮮蘑菇,萌綠大豆,True,True,True,False
#0196,太陽伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/196.png,https://www.serebii.net/pokemonsleep/pokemon/196.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/196.png,超能力,安然入睡,技能,芒芒果,1,能量填充M,卡比獸的能量增加880。,00:40:00,16,20,443,1147,哞哞鮮奶,放鬆可可,豆製肉,False,False,False,False
#0197,月亮伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/197.png,https://www.serebii.net/pokemonsleep/pokemon/197.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/197.png,惡,淺淺入夢,技能,異奇果,1,活力填充S,讓自己回復活力12。,00:53:20,14,20,583,894,哞哞鮮奶,放鬆可可,豆製肉,False,False,False,False
#0199,呆呆王,https://www.serebii.net/pokemonsleep/pokemon/icon/199.png,https://www.serebii.net/pokemonsleep/pokemon/199.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/199.png,水,安然入睡,技能,橙橙果,1,活力療癒S,隨機讓自己以外的寶可夢回復活力14。,00:56:40,11,20,719,1103,放鬆可可,美味尾巴,好眠番茄,False,True,True,False
#0202,果然翁,https://www.serebii.net/pokemonsleep/pokemon/icon/202.png,https://www.serebii.net/pokemonsleep/pokemon/202.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/202.png,超能力,安然入睡,技能,芒芒果,1,活力療癒S,隨機讓自己以外的寶可夢回復活力14。,00:58:20,10,7,29,31,特選蘋果,純粹油,品鮮蘑菇,True,False,False,False
#0214,赫拉克羅斯,https://www.serebii.net/pokemonsleep/pokemon/icon/214.png,https://www.serebii.net/pokemonsleep/pokemon/214.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/214.png,蟲,淺淺入夢,技能,木子果,1,食材獲取S,隨機獲得6個食材。,00:41:40,15,16,286,515,甜甜蜜,品鮮蘑菇,,True,True,True,False
#0228,戴魯比,https://www.serebii.net/pokemonsleep/pokemon/icon/228.png,https://www.serebii.net/pokemonsleep/pokemon/228.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/228.png,惡,淺淺入夢,樹果,異奇果,2,能量填充S,卡比獸的能量增加400。,01:21:40,10,5,8,17,火辣香草,暖暖薑,粗枝大蔥,True,False,False,False
#0229,黑魯加,https://www.serebii.net/pokemonsleep/pokemon/icon/229.png,https://www.serebii.net/pokemonsleep/pokemon/229.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/229.png,惡,淺淺入夢,樹果,異奇果,2,能量填充S,卡比獸的能量增加400。,00:55:00,16,12,144,303,火辣香草,暖暖薑,粗枝大蔥,False,False,False,False
#0246,幼基拉斯,https://www.serebii.net/pokemonsleep/pokemon/icon/246.png,https://www.serebii.net/pokemonsleep/pokemon/246.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/246.png,岩石,深深入眠,食材,文柚果,1,活力填充S,讓自己回復活力12。,01:20:00,9,5,30,54,暖暖薑,萌綠大豆,豆製肉,True,False,False,False
#0247,沙基拉斯,https://www.serebii.net/pokemonsleep/pokemon/icon/247.png,https://www.serebii.net/pokemonsleep/pokemon/247.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/247.png,岩石,深深入眠,食材,文柚果,1,活力填充S,讓自己回復活力12。,01:00:00,13,12,156,281,暖暖薑,萌綠大豆,豆製肉,False,False,False,False
#0248,班基拉斯,https://www.serebii.net/pokemonsleep/pokemon/icon/248.png,https://www.serebii.net/pokemonsleep/pokemon/248.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/248.png,惡,淺淺入夢,食材,異奇果,1,活力填充S,讓自己回復活力12。,00:45:00,19,25,1432,2578,暖暖薑,萌綠大豆,豆製肉,False,False,False,False
#0287,懶人獺,https://www.serebii.net/pokemonsleep/pokemon/icon/287.png,https://www.serebii.net/pokemonsleep/pokemon/287.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/287.png,一般,安然入睡,樹果,柿仔果,2,食材獲取S,隨機獲得6個食材。,01:21:40,7,5,11,12,好眠番茄,甜甜蜜,特選蘋果,True,False,False,False
#0288,過動猿,https://www.serebii.net/pokemonsleep/pokemon/icon/288.png,https://www.serebii.net/pokemonsleep/pokemon/288.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/288.png,一般,淺淺入夢,樹果,柿仔果,2,食材獲取S,隨機獲得6個食材。,00:53:20,9,12,122,187,好眠番茄,甜甜蜜,特選蘋果,True,False,False,False
#0289,請假王,https://www.serebii.net/pokemonsleep/pokemon/icon/289.png,https://www.serebii.net/pokemonsleep/pokemon/289.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/289.png,一般,安然入睡,樹果,柿仔果,2,食材獲取S,隨機獲得6個食材。,01:03:20,12,22,1108,1196,好眠番茄,甜甜蜜,特選蘋果,True,False,False,False
#0302,勾魂眼,https://www.serebii.net/pokemonsleep/pokemon/icon/302.png,https://www.serebii.net/pokemonsleep/pokemon/302.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/302.png,惡,淺淺入夢,,異奇果,1,夢之碎片獲取S,獲得44~176個夢之碎片。,01:00:00,10,16,180,465,純粹油,品鮮蘑菇,放鬆可可,False,False,False,False
#0316,溶食獸,https://www.serebii.net/pokemonsleep/pokemon/icon/316.png,https://www.serebii.net/pokemonsleep/pokemon/316.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/316.png,毒,淺淺入夢,技能,零餘果,1,夢之碎片獲取S,獲得44~176個夢之碎片。,01:38:20,8,5,11,12,萌綠大豆,品鮮蘑菇,甜甜蜜,True,True,True,False
#0317,吞食獸,https://www.serebii.net/pokemonsleep/pokemon/icon/317.png,https://www.serebii.net/pokemonsleep/pokemon/317.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/317.png,毒,淺淺入夢,技能,零餘果,1,夢之碎片獲取S,獲得44~176個夢之碎片。,00:58:20,13,12,158,170,萌綠大豆,品鮮蘑菇,甜甜蜜,True,False,False,False
#0333,青綿鳥,https://www.serebii.net/pokemonsleep/pokemon/icon/333.png,https://www.serebii.net/pokemonsleep/pokemon/333.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/333.png,飛行,深深入眠,樹果,椰木果,2,活力填充S,讓自己回復活力12。,01:10:00,12,5,8,17,特選蛋,萌綠大豆,特選蘋果,True,False,False,False
#0334,七夕青鳥,https://www.serebii.net/pokemonsleep/pokemon/icon/334.png,https://www.serebii.net/pokemonsleep/pokemon/334.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/334.png,龍,淺淺入夢,樹果,番荔果,2,活力填充S,讓自己回復活力12。,01:01:40,14,12,170,306,特選蛋,萌綠大豆,特選蘋果,False,False,False,False
#0359,阿勃梭魯,https://www.serebii.net/pokemonsleep/pokemon/icon/359.png,https://www.serebii.net/pokemonsleep/pokemon/359.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/359.png,惡,淺淺入夢,,異奇果,1,能量填充S,卡比獸的能量增加400。,00:51:40,14,16,263,556,放鬆可可,品鮮蘑菇,,True,False,False,False
#0360,小果然,https://www.serebii.net/pokemonsleep/pokemon/icon/360.png,https://www.serebii.net/pokemonsleep/pokemon/360.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/360.png,超能力,深深入眠,技能,芒芒果,1,活力療癒S,隨機讓自己以外的寶可夢回復活力14。,01:36:40,7,5,11,12,特選蘋果,純粹油,品鮮蘑菇,True,False,False,False
#0363,海豹球,https://www.serebii.net/pokemonsleep/pokemon/icon/363.png,https://www.serebii.net/pokemonsleep/pokemon/363.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/363.png,冰,深深入眠,樹果,莓莓果,2,食材獲取S,隨機獲得6個食材。,01:33:20,9,5,11,12,純粹油,暖暖薑,豆製肉,True,True,True,False
#0364,海魔獅,https://www.serebii.net/pokemonsleep/pokemon/icon/364.png,https://www.serebii.net/pokemonsleep/pokemon/364.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/364.png,冰,深深入眠,樹果,莓莓果,2,食材獲取S,隨機獲得6個食材。,01:06:40,13,12,158,170,純粹油,暖暖薑,豆製肉,False,False,False,False
#0365,帝牙海獅,https://www.serebii.net/pokemonsleep/pokemon/icon/365.png,https://www.serebii.net/pokemonsleep/pokemon/365.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/365.png,冰,深深入眠,樹果,莓莓果,2,食材獲取S,隨機獲得6個食材。,00:50:00,18,20,468,586,純粹油,暖暖薑,豆製肉,False,False,False,False
#0438,盆才怪,https://www.serebii.net/pokemonsleep/pokemon/icon/438.png,https://www.serebii.net/pokemonsleep/pokemon/438.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/438.png,岩石,深深入眠,技能,文柚果,1,能量填充M,卡比獸的能量增加880。,01:45:00,8,5,9,16,好眠番茄,品鮮蘑菇,萌綠大豆,True,True,True,False
#0447,利歐路,https://www.serebii.net/pokemonsleep/pokemon/icon/447.png,https://www.serebii.net/pokemonsleep/pokemon/447.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/447.png,格鬥,深深入眠,技能,櫻子果,1,夢之碎片獲取S,獲得88個夢之碎片。,01:10:00,9,5,8,17,純粹油,窩心洋芋,特選蛋,True,False,False,False
#0448,路卡利歐,https://www.serebii.net/pokemonsleep/pokemon/icon/448.png,https://www.serebii.net/pokemonsleep/pokemon/448.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/448.png,格鬥,深深入眠,技能,櫻子果,1,夢之碎片獲取S,獲得88個夢之碎片。,00:45:00,14,20,443,1147,純粹油,窩心洋芋,特選蛋,False,False,False,False
#0453,不良蛙,https://www.serebii.net/pokemonsleep/pokemon/icon/453.png,https://www.serebii.net/pokemonsleep/pokemon/453.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/453.png,毒,淺淺入夢,食材,零餘果,1,能量填充S,卡比獸的能量增加400。,01:33:20,10,5,9,16,純粹油,豆製肉,,True,True,True,False
#0454,毒骷蛙,https://www.serebii.net/pokemonsleep/pokemon/icon/454.png,https://www.serebii.net/pokemonsleep/pokemon/454.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/454.png,毒,淺淺入夢,食材,零餘果,1,能量填充S,卡比獸的能量增加400。,00:56:40,14,12,126,227,純粹油,豆製肉,,True,True,True,False
#0462,自爆磁怪,https://www.serebii.net/pokemonsleep/pokemon/icon/462.png,https://www.serebii.net/pokemonsleep/pokemon/462.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/462.png,鋼,深深入眠,技能,靛莓果,1,料理強化S,增加下一次料理時的鍋子容量，讓鍋子能多放7個食材。,00:51:40,13,22,546,1415,純粹油,火辣香草,,True,False,False,False
#0468,波克基斯,https://www.serebii.net/pokemonsleep/pokemon/icon/468.png,https://www.serebii.net/pokemonsleep/pokemon/468.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/468.png,妖精,安然入睡,技能,桃桃果,1,揮指,從全部的主技能中隨機發動一種。,00:43:20,16,22,722,1300,特選蛋,暖暖薑,放鬆可可,True,False,False,False
#0470,葉伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/470.png,https://www.serebii.net/pokemonsleep/pokemon/470.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/470.png,草,淺淺入夢,技能,金枕果,1,活力療癒S,隨機讓自己以外的寶可夢回復活力14。,00:50:00,13,20,443,1147,哞哞鮮奶,放鬆可可,豆製肉,False,False,False,False
#0471,冰伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/471.png,https://www.serebii.net/pokemonsleep/pokemon/471.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/471.png,冰,深深入眠,技能,莓莓果,1,料理強化S,增加下一次料理時的鍋子容量，讓鍋子能多放7個食材。,00:53:20,12,20,443,1147,哞哞鮮奶,放鬆可可,豆製肉,False,False,False,False
#0700,仙子伊布,https://www.serebii.net/pokemonsleep/pokemon/icon/700.png,https://www.serebii.net/pokemonsleep/pokemon/700.png,https://www.serebii.net/pokemonsleep/pokemon/shiny/700.png,妖精,安然入睡,技能,桃桃果,1,活力全體療癒S,讓幫手隊伍的寶可夢回復活力5。,00:43:20,15,20,583,894,哞哞鮮奶,放鬆可可,豆製肉,True,False,False,False